Gene.ID	Intron_Counts	Intron_Length	Intron_Counts_Norm	Exon_Only_Counts	Exon_Length	Exon_Only_Counts_Norm	ENSUMG	txid	intron_num	Chromosome	Gene.Start	Gene.End	Gene_Length	Strand	FiveSS	ThreeSS	Intron_Size	Uninduced_spliced	Uninduced_unspliced	Induced_spliced	Induced_unspliced	Unind_splice_eff	Induc_splice_eff	Log2_FC.DMSO.splice.eff..Untreated.splice.eff.	LRS_Counts_Unind	LRS_Counts_Induced	Untreated_Int_Count	Untreated_NIC	NIC.0_Yes.1	Intron_within_750nt_TSS_Yes.1	
ENSMUST00000071103.9_intron_17_0_chr12_13239568_r	148	993	149.0433031	36	159	226.4150943	ENSMUSG00000037149	ENSMUST00000071103.9	7	chr12	13249213	13216972	32241	minus	13240559	13239566	993	13	0	8	2	1	0.8	-0.321928095	13	10	0	0	1	0	
ENSMUST00000071103.9_intron_18_0_chr12_13240643_r	34	210	161.9047619	56	166	337.3493976	ENSMUSG00000037149	ENSMUST00000071103.9	6	chr12	13249213	13216972	32241	minus	13240851	13240641	210	13	0	7	1	1	0.875	-0.192645078	13	8	0	0	1	0	
ENSMUST00000071103.9_intron_19_0_chr12_13240935_r	103	1367	75.34747623	49	130	376.9230769	ENSMUSG00000037149	ENSMUST00000071103.9	5	chr12	13249213	13216972	32241	minus	13242300	13240933	1367	12	2	6	1	0.857142857	0.857142857	2.40E-10	14	7	2	0.142857143	0	0	
ENSMUST00000071103.9_intron_20_0_chr12_13242348_r	140	1514	92.47027741	13	143	90.90909091	ENSMUSG00000037149	ENSMUST00000071103.9	4	chr12	13249213	13216972	32241	minus	13243860	13242346	1514	14	0	6	0	1	1	0	14	6	2	0.125	0	0	
ENSMUST00000071103.9_intron_21_0_chr12_13243957_r	109	1013	107.6011846	16	125	128	ENSMUSG00000037149	ENSMUST00000071103.9	3	chr12	13249213	13216972	32241	minus	13244968	13243955	1013	16	2	7	1	0.888888889	0.875	-0.022720077	18	8	0	0	1	0	
ENSMUST00000071103.9_intron_22_0_chr12_13244998_r	43	690	62.31884058	11	92	119.5652174	ENSMUSG00000037149	ENSMUST00000071103.9	2	chr12	13249213	13216972	32241	minus	13245686	13244996	690	13	11	8	1	0.541666667	0.888888889	0.71459778	24	9	0	0	1	0	
ENSMUST00000071103.9_intron_23_0_chr12_13245750_r	15	278	53.95683453	2	114	17.54385965	ENSMUSG00000037149	ENSMUST00000071103.9	1	chr12	13249213	13216972	32241	minus	13246026	13245748	278	14	4	9	0	0.777777778	1	0.362570079	18	9	0	0	1	0	
ENSMUST00000071230.7_intron_1_0_chr12_78866768_f	2754	7798	353.1674788	78	320	243.75	ENSMUSG00000021116	ENSMUST00000071230.7	1	chr12	78861818	78887010	25192	plus	78866766	78874564	7798	24	0	17	0	1	1	0	24	17	2	0.076923077	0	0	
ENSMUST00000071230.7_intron_2_0_chr12_78874644_f	585	2450	238.7755102	141	230	613.0434783	ENSMUSG00000021116	ENSMUST00000071230.7	2	chr12	78861818	78887010	25192	plus	78874642	78877092	2450	20	0	16	0	1	1	0	20	16	0	0	1	0	
ENSMUST00000071230.7_intron_3_0_chr12_78877244_f	529	2709	195.2750092	138	257	536.9649805	ENSMUSG00000021116	ENSMUST00000071230.7	3	chr12	78861818	78887010	25192	plus	78877242	78879951	2709	17	0	13	1	1	0.928571429	-0.106915204	17	14	1	0.055555556	0	0	
ENSMUST00000071230.7_intron_4_0_chr12_78880058_f	330	1076	306.6914498	45	203	221.6748768	ENSMUSG00000021116	ENSMUST00000071230.7	4	chr12	78861818	78887010	25192	plus	78880056	78881132	1076	15	4	11	2	0.789473684	0.846153846	0.100028819	19	13	0	0	1	0	
ENSMUST00000071230.7_intron_5_0_chr12_78881230_f	672	2030	331.0344828	45	240	187.5	ENSMUSG00000021116	ENSMUST00000071230.7	5	chr12	78861818	78887010	25192	plus	78881228	78883258	2030	14	0	10	1	1	0.909090909	-0.137503524	14	11	2	0.125	0	0	
ENSMUST00000071250.12_intron_10_0_chr12_70200279_r	25	992	25.2016129	15	238	63.02521008	ENSMUSG00000021069	ENSMUST00000071250.12	6	chr12	70227683	70190810	36873	minus	70201269	70200277	992	4	6	0	0	0.4	NA	NA	10	0	1	0.2	0	0	
ENSMUST00000071250.12_intron_11_0_chr12_70201362_r	19	485	39.17525773	48	235	204.2553191	ENSMUSG00000021069	ENSMUST00000071250.12	5	chr12	70227683	70190810	36873	minus	70201845	70201360	485	4	8	0	0	0.333333333	NA	NA	12	0	0	0	1	0	
ENSMUST00000071423.5_intron_5_0_chr19_56588270_f	1112	3308	336.1547763	68	330	206.0606061	ENSMUSG00000025078	ENSMUST00000071423.5	5	chr19	56548260	56598846	50586	plus	56588268	56591576	3308	7	3	0	0	0.7	NA	NA	10	0	1	0.125	0	0	
ENSMUST00000071492.8_intron_1_0_chr6_86366751_f	339	1982	171.0393542	325	1467	221.540559	ENSMUSG00000057497	ENSMUST00000071492.8	1	chr6	86365645	86370058	4413	plus	86366749	86368731	1982	11	2	1	0	0.846153846	NA	NA	13	1	0	0	1	0	
ENSMUST00000071555.12_intron_0_0_chr11_120346534_r	169	105	1609.52381	687	1024	670.8984375	ENSMUSG00000062825	ENSMUST00000071555.12	4	chr11	120348542	120345689	2853	minus	120346637	120346532	105	22	14	1	10	0.611111111	0.090909091	-2.748938236	36	11	0	0	1	0	
ENSMUST00000071555.12_intron_1_0_chr11_120346819_r	184	94	1957.446809	953	619	1539.579968	ENSMUSG00000062825	ENSMUST00000071555.12	3	chr11	120348542	120345689	2853	minus	120346911	120346817	94	24	10	1	12	0.705882353	0.076923077	-3.197939378	34	13	0	0	1	0	
ENSMUST00000071555.12_intron_2_0_chr11_120347350_r	1044	288	3625	1125	677	1661.742984	ENSMUSG00000062825	ENSMUST00000071555.12	2	chr11	120348542	120345689	2853	minus	120347636	120347348	288	15	11	3	4	0.576923077	0.428571429	-0.428843299	26	7	0	0	1	0	
ENSMUST00000071703.5_intron_10_0_chr13_59791880_r	339	2569	131.9579603	32	160	200	ENSMUSG00000035248	ENSMUST00000071703.5	16	chr13	59823147	59771560	51587	minus	59794447	59791878	2569	9	1	5	0	0.9	1	0.152003093	10	5	1	0.1	0	0	
ENSMUST00000071703.5_intron_11_0_chr13_59794505_r	436	2317	188.1743634	14	157	89.17197452	ENSMUSG00000035248	ENSMUST00000071703.5	15	chr13	59823147	59771560	51587	minus	59796820	59794503	2317	5	6	5	3	0.454545455	0.625	0.459431617	11	8	2	0.285714286	0	0	
ENSMUST00000071703.5_intron_12_0_chr13_59796921_r	90	751	119.840213	26	186	139.7849462	ENSMUSG00000035248	ENSMUST00000071703.5	14	chr13	59823147	59771560	51587	minus	59797670	59796919	751	5	10	3	6	0.333333333	0.333333333	1.44E-09	15	9	1	0.166666667	0	0	
ENSMUST00000071703.5_intron_13_0_chr13_59797757_r	225	1243	181.0136766	68	236	288.1355932	ENSMUSG00000035248	ENSMUST00000071703.5	13	chr13	59823147	59771560	51587	minus	59798998	59797755	1243	10	1	5	2	0.909090909	0.714285714	-0.347923303	11	7	1	0.090909091	0	0	
ENSMUST00000071703.5_intron_14_0_chr13_59799149_r	117	494	236.8421053	273	1225	222.8571429	ENSMUSG00000035248	ENSMUST00000071703.5	12	chr13	59823147	59771560	51587	minus	59799641	59799147	494	13	0	5	1	1	0.833333333	-0.263034406	13	6	0	0	1	0	
ENSMUST00000071703.5_intron_16_0_chr13_59802197_r	553	3028	182.6287979	66	332	198.7951807	ENSMUSG00000035248	ENSMUST00000071703.5	10	chr13	59823147	59771560	51587	minus	59805223	59802195	3028	8	5	11	2	0.615384615	0.846153846	0.45943162	13	13	3	0.272727273	0	0	
ENSMUST00000071703.5_intron_17_0_chr13_59805376_r	458	2672	171.4071856	40	271	147.601476	ENSMUSG00000035248	ENSMUST00000071703.5	9	chr13	59823147	59771560	51587	minus	59808046	59805374	2672	11	2	16	0	0.846153846	1	0.2410081	13	16	1	0.083333333	0	0	
ENSMUST00000071703.5_intron_18_0_chr13_59808166_r	211	1214	173.8056013	20	245	81.63265306	ENSMUSG00000035248	ENSMUST00000071703.5	8	chr13	59823147	59771560	51587	minus	59809378	59808164	1214	13	0	19	0	1	1	0	13	19	2	0.133333333	0	0	
ENSMUST00000071703.5_intron_19_0_chr13_59809505_r	123	1068	115.1685393	26	195	133.3333333	ENSMUSG00000035248	ENSMUST00000071703.5	7	chr13	59823147	59771560	51587	minus	59810571	59809503	1068	15	2	19	3	0.882352941	0.863636364	-0.030931859	17	22	7	0.318181818	0	0	
ENSMUST00000071703.5_intron_20_0_chr13_59810641_r	144	876	164.3835616	35	120	291.6666667	ENSMUSG00000035248	ENSMUST00000071703.5	6	chr13	59823147	59771560	51587	minus	59811515	59810639	876	15	14	21	3	0.517241379	0.875	0.758445322	29	24	0	0	1	0	
ENSMUST00000071703.5_intron_21_0_chr13_59811567_r	936	3301	283.5504393	37	139	266.1870504	ENSMUSG00000035248	ENSMUST00000071703.5	5	chr13	59823147	59771560	51587	minus	59814866	59811565	3301	17	6	20	3	0.739130435	0.869565217	0.234465253	23	23	4	0.19047619	0	0	
ENSMUST00000071703.5_intron_22_0_chr13_59814955_r	115	593	193.9291737	75	265	283.0188679	ENSMUSG00000035248	ENSMUST00000071703.5	4	chr13	59823147	59771560	51587	minus	59815546	59814953	593	22	0	20	1	1	0.952380952	-0.070389328	22	21	0	0	1	0	
ENSMUST00000071703.5_intron_23_0_chr13_59815724_r	131	549	238.6156648	86	293	293.5153584	ENSMUSG00000035248	ENSMUST00000071703.5	3	chr13	59823147	59771560	51587	minus	59816271	59815722	549	22	2	26	2	0.916666667	0.928571429	0.018615678	24	28	1	0.043478261	0	0	
ENSMUST00000071703.5_intron_24_0_chr13_59816388_r	65	272	238.9705882	136	297	457.9124579	ENSMUSG00000035248	ENSMUST00000071703.5	2	chr13	59823147	59771560	51587	minus	59816658	59816386	272	21	5	27	6	0.807692308	0.818181818	0.018615678	26	33	1	0.045454545	0	0	
ENSMUST00000071703.5_intron_25_0_chr13_59816840_r	1522	4722	322.3210504	296	731	404.9247606	ENSMUSG00000035248	ENSMUST00000071703.5	1	chr13	59823147	59771560	51587	minus	59821560	59816838	4722	20	5	25	3	0.8	0.892857143	0.158429363	25	28	2	0.090909091	0	0	
ENSMUST00000071703.5_intron_3_0_chr13_59784881_r	109	842	129.4536817	29	206	140.776699	ENSMUSG00000035248	ENSMUST00000071703.5	23	chr13	59823147	59771560	51587	minus	59785721	59784879	842	9	4	1	2	0.692307692	NA	NA	13	3	1	0.1	0	0	
ENSMUST00000071703.5_intron_4_0_chr13_59785813_r	8	84	95.23809524	6	138	43.47826087	ENSMUSG00000035248	ENSMUST00000071703.5	22	chr13	59823147	59771560	51587	minus	59785895	59785811	84	9	6	2	0	0.6	NA	NA	15	2	0	0	1	0	
ENSMUST00000071703.5_intron_5_0_chr13_59785943_r	324	2519	128.6224692	26	224	116.0714286	ENSMUSG00000035248	ENSMUST00000071703.5	21	chr13	59823147	59771560	51587	minus	59788460	59785941	2519	11	3	3	1	0.785714286	NA	NA	14	4	1	0.083333333	0	0	
ENSMUST00000071703.5_intron_6_0_chr13_59788638_r	37	548	67.51824818	26	254	102.3622047	ENSMUSG00000035248	ENSMUST00000071703.5	20	chr13	59823147	59771560	51587	minus	59789184	59788636	548	7	4	5	0	0.636363636	1	0.652076697	11	5	0	0	1	0	
ENSMUST00000071703.5_intron_7_0_chr13_59789262_r	10	152	65.78947368	17	190	89.47368421	ENSMUSG00000035248	ENSMUST00000071703.5	19	chr13	59823147	59771560	51587	minus	59789412	59789260	152	6	4	4	0	0.6	NA	NA	10	4	0	0	1	0	
ENSMUST00000071703.5_intron_8_0_chr13_59789526_r	12	324	37.03703704	14	202	69.30693069	ENSMUSG00000035248	ENSMUST00000071703.5	18	chr13	59823147	59771560	51587	minus	59789848	59789524	324	9	1	5	0	0.9	1	0.152003093	10	5	1	0.1	0	0	
ENSMUST00000071703.5_intron_9_0_chr13_59789938_r	151	1840	82.06521739	26	192	135.4166667	ENSMUSG00000035248	ENSMUST00000071703.5	17	chr13	59823147	59771560	51587	minus	59791776	59789936	1840	10	2	4	0	0.833333333	NA	NA	12	4	1	0.090909091	0	0	
ENSMUST00000071718.11_intron_0_0_chr1_161241850_r	443	1727	256.5141865	1493	1883	792.8836962	ENSMUSG00000026701	ENSMUST00000071718.11	3	chr1	161251219	161240111	11108	minus	161243575	161241848	1727	15	0	4	0	1	NA	NA	15	4	1	0.0625	0	0	
ENSMUST00000071718.11_intron_1_0_chr1_161243722_r	158	476	331.9327731	113	292	386.9863014	ENSMUSG00000026701	ENSMUST00000071718.11	2	chr1	161251219	161240111	11108	minus	161244196	161243720	476	17	2	4	0	0.894736842	NA	NA	19	4	0	0	1	0	
ENSMUST00000071718.11_intron_2_0_chr1_161244343_r	756	2916	259.2592593	76	302	251.6556291	ENSMUSG00000026701	ENSMUST00000071718.11	1	chr1	161251219	161240111	11108	minus	161247257	161244341	2916	18	2	4	0	0.9	NA	NA	20	4	0	0	1	0	
ENSMUST00000071812.10_intron_1_0_chr3_88084019_f	148	2133	69.38584154	25	243	102.8806584	ENSMUSG00000028068	ENSMUST00000071812.10	1	chr3	88081970	88121048	39078	plus	88084017	88086150	2133	18	1	5	0	0.947368421	1	0.078002512	19	5	0	0	1	0	
ENSMUST00000071812.10_intron_10_0_chr3_88092500_f	200	2086	95.87727709	17	250	68	ENSMUSG00000028068	ENSMUST00000071812.10	10	chr3	88081970	88121048	39078	plus	88092498	88094584	2086	14	0	3	0	1	NA	NA	14	3	2	0.125	0	0	
ENSMUST00000071812.10_intron_11_0_chr3_88094748_f	412	2156	191.0946197	28	320	87.5	ENSMUSG00000028068	ENSMUST00000071812.10	11	chr3	88081970	88121048	39078	plus	88094746	88096902	2156	12	0	2	0	1	NA	NA	12	2	1	0.076923077	0	0	
ENSMUST00000071812.10_intron_2_0_chr3_88086307_f	126	973	129.4964029	37	233	158.7982833	ENSMUSG00000028068	ENSMUST00000071812.10	2	chr3	88081970	88121048	39078	plus	88086305	88087278	973	18	2	5	0	0.9	1	0.152003093	20	5	1	0.052631579	0	0	
ENSMUST00000071812.10_intron_3_0_chr3_88087356_f	200	1540	129.8701299	32	153	209.1503268	ENSMUSG00000028068	ENSMUST00000071812.10	3	chr3	88081970	88121048	39078	plus	88087354	88088894	1540	20	0	5	0	1	1	0	20	5	0	0	1	0	
ENSMUST00000071812.10_intron_4_0_chr3_88088971_f	121	692	174.8554913	17	143	118.8811189	ENSMUSG00000028068	ENSMUST00000071812.10	4	chr3	88081970	88121048	39078	plus	88088969	88089661	692	17	2	5	0	0.894736842	1	0.160464672	19	5	1	0.055555556	0	0	
ENSMUST00000071812.10_intron_5_0_chr3_88089729_f	28	90	311.1111111	28	180	155.5555556	ENSMUSG00000028068	ENSMUST00000071812.10	5	chr3	88081970	88121048	39078	plus	88089727	88089817	90	18	0	5	0	1	1	0	18	5	0	0	1	0	
ENSMUST00000071812.10_intron_6_0_chr3_88089931_f	24	209	114.8325359	42	291	144.3298969	ENSMUSG00000028068	ENSMUST00000071812.10	6	chr3	88081970	88121048	39078	plus	88089929	88090138	209	16	0	5	0	1	1	0	16	5	0	0	1	0	
ENSMUST00000071812.10_intron_7_0_chr3_88090317_f	84	421	199.5249406	37	256	144.53125	ENSMUSG00000028068	ENSMUST00000071812.10	7	chr3	88081970	88121048	39078	plus	88090315	88090736	421	17	0	4	0	1	NA	NA	17	4	0	0	1	0	
ENSMUST00000071812.10_intron_8_0_chr3_88090815_f	161	658	244.6808511	41	241	170.1244813	ENSMUSG00000028068	ENSMUST00000071812.10	8	chr3	88081970	88121048	39078	plus	88090813	88091471	658	9	2	3	0	0.818181818	NA	NA	11	3	2	0.181818182	0	0	
ENSMUST00000071812.10_intron_9_0_chr3_88091635_f	138	779	177.1501926	36	250	144	ENSMUSG00000028068	ENSMUST00000071812.10	9	chr3	88081970	88121048	39078	plus	88091633	88092412	779	16	1	4	0	0.941176471	NA	NA	17	4	0	0	1	0	
ENSMUST00000071874.7_intron_4_0_chr15_95913657_f	15	217	69.12442396	46	397	115.8690176	ENSMUSG00000064210	ENSMUST00000071874.7	4	chr15	95790842	95974751	183909	plus	95913655	95913872	217	8	2	6	0	0.8	1	0.321928095	10	6	0	0	1	0	
ENSMUST00000071921.12_intron_10_0_chr5_9132614_r	196	3454	56.74580197	21	233	90.12875536	ENSMUSG00000042508	ENSMUST00000071921.12	6	chr5	9161776	9118800	42976	minus	9136066	9132612	3454	12	1	10	0	0.923076923	1	0.115477218	13	10	0	0	1	0	
ENSMUST00000071921.12_intron_11_0_chr5_9136143_r	91	985	92.3857868	9	190	47.36842105	ENSMUSG00000042508	ENSMUST00000071921.12	5	chr5	9161776	9118800	42976	minus	9137126	9136141	985	12	1	12	0	0.923076923	1	0.115477218	13	12	0	0	1	0	
ENSMUST00000071921.12_intron_12_0_chr5_9137241_r	190	3147	60.37496028	31	208	149.0384615	ENSMUSG00000042508	ENSMUST00000071921.12	4	chr5	9161776	9118800	42976	minus	9140386	9137239	3147	12	0	13	0	1	1	0	12	13	1	0.076923077	0	0	
ENSMUST00000071921.12_intron_14_0_chr5_9149023_r	83	1355	61.25461255	11	238	46.21848739	ENSMUSG00000042508	ENSMUST00000071921.12	2	chr5	9161776	9118800	42976	minus	9150376	9149021	1355	16	0	17	0	1	1	0	16	17	1	0.058823529	0	0	
ENSMUST00000071921.12_intron_15_0_chr5_9150493_r	84	1307	64.26931905	39	236	165.2542373	ENSMUSG00000042508	ENSMUST00000071921.12	1	chr5	9161776	9118800	42976	minus	9151798	9150491	1307	18	0	18	1	1	0.947368421	-0.078002512	18	19	0	0	1	0	
ENSMUST00000071921.12_intron_5_0_chr5_9126750_r	160	1209	132.3407775	56	360	155.5555556	ENSMUSG00000042508	ENSMUST00000071921.12	11	chr5	9161776	9118800	42976	minus	9127957	9126748	1209	5	5	5	0	0.5	1	1	10	5	0	0	1	0	
ENSMUST00000071921.12_intron_6_0_chr5_9128109_r	107	1041	102.7857829	54	379	142.4802111	ENSMUSG00000042508	ENSMUST00000071921.12	10	chr5	9161776	9118800	42976	minus	9129148	9128107	1041	12	0	13	0	1	1	0	12	13	1	0.076923077	0	0	
ENSMUST00000071921.12_intron_7_0_chr5_9129377_r	108	993	108.7613293	61	337	181.0089021	ENSMUSG00000042508	ENSMUST00000071921.12	9	chr5	9161776	9118800	42976	minus	9130368	9129375	993	8	5	14	0	0.615384615	1	0.700439719	13	14	0	0	1	0	
ENSMUST00000071921.12_intron_8_0_chr5_9130478_r	24	800	30	19	141	134.751773	ENSMUSG00000042508	ENSMUST00000071921.12	8	chr5	9161776	9118800	42976	minus	9131276	9130476	800	10	1	13	1	0.909090909	0.928571429	0.03058832	11	14	0	0	1	0	
ENSMUST00000072040.6_intron_1_0_chr12_106036705_f	668	6134	108.9012064	39	219	178.0821918	ENSMUSG00000021115	ENSMUST00000072040.6	1	chr12	106010227	106075220	64993	plus	106036703	106042837	6134	30	0	11	0	1	1	0	30	11	1	0.032258065	0	0	
ENSMUST00000072040.6_intron_10_0_chr12_106062809_f	957	7718	123.9958538	44	268	164.1791045	ENSMUSG00000021115	ENSMUST00000072040.6	10	chr12	106010227	106075220	64993	plus	106062807	106070525	7718	10	0	3	0	1	NA	NA	10	3	5	0.333333333	0	0	
ENSMUST00000072040.6_intron_2_0_chr12_106042893_f	810	8044	100.6961711	9	124	72.58064516	ENSMUSG00000021115	ENSMUST00000072040.6	2	chr12	106010227	106075220	64993	plus	106042891	106050935	8044	24	1	8	0	0.96	1	0.058893689	25	8	0	0	1	0	
ENSMUST00000072040.6_intron_3_0_chr12_106051005_f	89	757	117.5693527	16	156	102.5641026	ENSMUSG00000021115	ENSMUST00000072040.6	3	chr12	106010227	106075220	64993	plus	106051003	106051760	757	20	2	8	1	0.909090909	0.888888889	-0.032421478	22	9	0	0	1	0	
ENSMUST00000072040.6_intron_4_0_chr12_106051848_f	679	3956	171.6380182	21	195	107.6923077	ENSMUSG00000021115	ENSMUST00000072040.6	4	chr12	106010227	106075220	64993	plus	106051846	106055802	3956	18	5	7	0	0.782608696	1	0.353636954	23	7	0	0	1	0	
ENSMUST00000072040.6_intron_5_0_chr12_106055911_f	8	112	71.42857143	30	200	150	ENSMUSG00000021115	ENSMUST00000072040.6	5	chr12	106010227	106075220	64993	plus	106055909	106056021	112	22	7	8	2	0.75862069	0.8	0.076621281	29	10	0	0	1	0	
ENSMUST00000072040.6_intron_6_0_chr12_106056114_f	242	1731	139.8035817	40	224	178.5714286	ENSMUSG00000021115	ENSMUST00000072040.6	6	chr12	106010227	106075220	64993	plus	106056112	106057843	1731	20	4	6	0	0.833333333	1	0.263034406	24	6	2	0.090909091	0	0	
ENSMUST00000072040.6_intron_7_0_chr12_106057976_f	106	602	176.0797342	39	252	154.7619048	ENSMUSG00000021115	ENSMUST00000072040.6	7	chr12	106010227	106075220	64993	plus	106057974	106058576	602	20	2	7	0	0.909090909	1	0.137503524	22	7	1	0.047619048	0	0	
ENSMUST00000072040.6_intron_8_0_chr12_106058697_f	94	923	101.8418202	34	178	191.011236	ENSMUSG00000021115	ENSMUST00000072040.6	8	chr12	106010227	106075220	64993	plus	106058695	106059618	923	16	0	7	0	1	1	0	16	7	2	0.111111111	0	0	
ENSMUST00000072040.6_intron_9_0_chr12_106059677_f	487	2955	164.8054146	32	236	135.5932203	ENSMUSG00000021115	ENSMUST00000072040.6	9	chr12	106010227	106075220	64993	plus	106059675	106062630	2955	15	0	7	1	1	0.875	-0.192645078	15	8	0	0	1	0	
ENSMUST00000072080.9_intron_3_0_chr3_158043691_f	405	4712	85.95076401	14	252	55.55555556	ENSMUSG00000063052	ENSMUST00000072080.9	3	chr3	158036661	158068487	31826	plus	158043689	158048401	4712	7	3	2	0	0.7	NA	NA	10	2	1	0.125	0	0	
ENSMUST00000072119.14_intron_0_0_chr13_100779786_r	98	238	411.7647059	528	1245	424.0963855	ENSMUSG00000041431	ENSMUST00000072119.14	7	chr13	100786570	100778649	7921	minus	100780022	100779784	238	14	0	4	0	1	NA	NA	14	4	2	0.125	0	0	
ENSMUST00000072119.14_intron_1_0_chr13_100780133_r	213	645	330.2325581	78	250	312	ENSMUSG00000041431	ENSMUST00000072119.14	6	chr13	100786570	100778649	7921	minus	100780776	100780131	645	16	2	5	4	0.888888889	0.555555556	-0.678071905	18	9	0	0	1	0	
ENSMUST00000072119.14_intron_2_0_chr13_100780917_r	133	243	547.3251029	92	376	244.6808511	ENSMUSG00000041431	ENSMUST00000072119.14	5	chr13	100786570	100778649	7921	minus	100781158	100780915	243	20	2	8	4	0.909090909	0.666666667	-0.447458977	22	12	0	0	1	0	
ENSMUST00000072119.14_intron_3_0_chr13_100781395_r	104	232	448.2758621	90	394	228.4263959	ENSMUSG00000041431	ENSMUST00000072119.14	4	chr13	100786570	100778649	7921	minus	100781625	100781393	232	19	2	9	6	0.904761905	0.6	-0.592575685	21	15	1	0.05	0	0	
ENSMUST00000072119.14_intron_4_0_chr13_100781784_r	504	1683	299.4652406	129	340	379.4117647	ENSMUSG00000041431	ENSMUST00000072119.14	3	chr13	100786570	100778649	7921	minus	100783465	100781782	1683	21	2	8	8	0.913043478	0.5	-0.868755466	23	16	0	0	1	0	
ENSMUST00000072119.14_intron_5_0_chr13_100783648_r	1353	1811	747.1010491	142	343	413.9941691	ENSMUSG00000041431	ENSMUST00000072119.14	2	chr13	100786570	100778649	7921	minus	100785457	100783646	1811	28	2	10	3	0.933333333	0.769230769	-0.278975949	30	13	4	0.125	0	0	
ENSMUST00000072119.14_intron_6_0_chr13_100785619_r	61	116	525.862069	131	331	395.7703927	ENSMUSG00000041431	ENSMUST00000072119.14	1	chr13	100786570	100778649	7921	minus	100785733	100785617	116	38	0	10	3	1	0.769230769	-0.378511623	38	13	3	0.073170732	0	0	
ENSMUST00000072141.2_intron_1_0_chr19_47092901_f	128	852	150.2347418	17	249	68.27309237	ENSMUSG00000025047	ENSMUST00000072141.2	1	chr19	47090765	47131143	40378	plus	47092899	47093751	852	4	7	6	0	0.363636364	1	1.459431617	11	6	0	0	1	0	
ENSMUST00000072232.8_intron_7_0_chr9_75529526_r	184	2902	63.40454859	46	322	142.8571429	ENSMUSG00000058587	ENSMUST00000072232.8	1	chr9	75559657	75497706	61951	minus	75532426	75529524	2902	13	0	16	2	1	0.888888889	-0.169925001	13	18	0	0	1	0	
ENSMUST00000072554.12_intron_2_0_chr4_156117104_f	149	2062	72.2599418	10	168	59.52380952	ENSMUSG00000059939	ENSMUST00000072554.12	2	chr4	156109981	156127265	17284	plus	156117102	156119164	2062	13	0	2	0	1	NA	NA	13	2	0	0	1	0	
ENSMUST00000072697.12_intron_6_0_chr3_153937784_r	159	772	205.9585492	48	180	266.6666667	ENSMUSG00000062908	ENSMUST00000072697.12	4	chr3	153944632	153922356	22276	minus	153938554	153937782	772	6	4	0	0	0.6	NA	NA	10	0	0	0	1	0	
ENSMUST00000072697.12_intron_7_0_chr3_153938655_r	60	244	245.9016393	43	169	254.4378698	ENSMUSG00000062908	ENSMUST00000072697.12	3	chr3	153944632	153922356	22276	minus	153938897	153938653	244	10	4	1	2	0.714285714	NA	NA	14	3	1	0.090909091	0	0	
ENSMUST00000072697.12_intron_8_0_chr3_153938967_r	13	105	123.8095238	18	166	108.4337349	ENSMUSG00000062908	ENSMUST00000072697.12	2	chr3	153944632	153922356	22276	minus	153939070	153938965	105	8	7	2	2	0.533333333	NA	NA	15	4	1	0.111111111	0	0	
ENSMUST00000072697.12_intron_9_0_chr3_153939168_r	332	2717	122.1935959	23	184	125	ENSMUSG00000062908	ENSMUST00000072697.12	1	chr3	153944632	153922356	22276	minus	153941883	153939166	2717	11	3	4	0	0.785714286	NA	NA	14	4	0	0	1	0	
ENSMUST00000072699.12_intron_1_0_chrX_71558208_f	58	227	255.5066079	101	293	344.7098976	ENSMUSG00000015217	ENSMUST00000072699.12	1	chrX	71555917	71560676	4759	plus	71558206	71558433	227	7	8	6	0	0.466666667	1	1.099535673	15	6	1	0.125	0	0	
ENSMUST00000072699.12_intron_2_0_chrX_71558573_f	121	527	229.601518	43	313	137.3801917	ENSMUSG00000015217	ENSMUST00000072699.12	2	chrX	71555917	71560676	4759	plus	71558571	71559098	527	7	6	6	0	0.538461538	1	0.893084797	13	6	0	0	1	0	
ENSMUST00000072699.12_intron_3_0_chrX_71559273_f	83	396	209.5959596	140	1183	118.3431953	ENSMUSG00000015217	ENSMUST00000072699.12	3	chrX	71555917	71560676	4759	plus	71559271	71559667	396	6	7	5	0	0.461538462	1	1.115477216	13	5	0	0	1	0	
ENSMUST00000072961.5_intron_10_0_chr13_18823878_f	148	3728	39.69957082	11	226	48.67256637	ENSMUSG00000041236	ENSMUST00000072961.5	10	chr13	18717289	18866811	149522	plus	18823876	18827604	3728	10	0	8	1	1	0.888888889	-0.169925001	10	9	0	0	1	0	
ENSMUST00000072961.5_intron_2_0_chr13_18739547_f	197	5717	34.45863215	8	181	44.19889503	ENSMUSG00000041236	ENSMUST00000072961.5	2	chr13	18717289	18866811	149522	plus	18739545	18745262	5717	26	0	13	0	1	1	0	26	13	1	0.037037037	0	0	
ENSMUST00000072961.5_intron_4_0_chr13_18782722_f	299	8867	33.72053682	7	136	51.47058824	ENSMUSG00000041236	ENSMUST00000072961.5	4	chr13	18717289	18866811	149522	plus	18782720	18791587	8867	25	1	11	0	0.961538462	1	0.056583528	26	11	0	0	1	0	
ENSMUST00000072961.5_intron_5_0_chr13_18791650_f	111	2679	41.43337066	6	127	47.24409449	ENSMUSG00000041236	ENSMUST00000072961.5	5	chr13	18717289	18866811	149522	plus	18791648	18794327	2679	24	0	10	0	1	1	0	24	10	1	0.04	0	0	
