Gene.ID	Intron_Counts	Intron_Length	Intron_Counts_Norm	Exon_Only_Counts	Exon_Length	Exon_Only_Counts_Norm	Intron_Div_Flanking_Exons	ENSUMG	txid	intron_num	Chromosome	Gene.Start	Gene.End	Gene_Length	Strand	FiveSS	ThreeSS	Intron_Size	Uninduced_spliced	Uninduced_unspliced	Induced_spliced	Induced_unspliced	Unind_splice_eff	Induc_splice_eff	Log2_FC.DMSO.splice.eff..Untreated.splice.eff.	LRS_Counts_Unind	LRS_Counts_Induced	Untreated_Int_Count	Untreated_NIC	NIC.0_Yes.1	Intron_within_750nt_TSS_Yes.1
ENSMUST00000087916.10_intron_5_0_chrX_102428842_r	204.5	3645	56.1042524	11496	189	60825.39683	0.000922382	ENSMUSG00000067567	ENSMUST00000087916.10	4	chrX	102505359	102284638	220721	minus	102432485	102428840	3645	12	0	7	0	1	1	0	12	7	0	0	1	0
ENSMUST00000087916.10_intron_7_0_chrX_102498273_r	314.53333	1551	202.7938943	22762	271	83992.61993	0.002414425	ENSMUSG00000067567	ENSMUST00000087916.10	2	chrX	102505359	102284638	220721	minus	102499822	102498271	1551	14	0	12	0	1	1	0	14	12	0	0	1	0
ENSMUST00000087916.10_intron_8_0_chrX_102499953_r	458.22616	4448	103.0184712	15953	182	87653.84615	0.001175288	ENSMUSG00000067567	ENSMUST00000087916.10	1	chrX	102505359	102284638	220721	minus	102504399	102499951	4448	9	2	10	0	0.818181818	1	0.289506618	11	10	0	0	1	0
ENSMUST00000087948.10_intron_2_0_chrX_101275364_f	69	130	530.7692308	14754.5	350	42155.71429	0.012590683	ENSMUSG00000079487	ENSMUST00000087948.10	2	chrX	101274259	101297465	23206	plus	101275362	101275492	130	11	0	17	0	1	1	0	11	17	1	0.083333333	0	0
ENSMUST00000087948.10_intron_3_0_chrX_101275652_f	84	450	186.6666667	16200.585	340	47648.77941	0.003917554	ENSMUSG00000079487	ENSMUST00000087948.10	3	chrX	101274259	101297465	23206	plus	101275650	101276100	450	10	2	16	0	0.833333333	1	0.263034406	12	16	0	0	1	0
ENSMUST00000087948.10_intron_4_0_chrX_101276282_f	213	162	1314.814815	17156.085	291	58955.61856	0.022301773	ENSMUSG00000079487	ENSMUST00000087948.10	4	chrX	101274259	101297465	23206	plus	101276280	101276442	162	9	2	15	1	0.818181818	0.9375	0.196397213	11	16	0	0	1	0
ENSMUST00000088621.10_intron_4_0_chr17_23810476_f	2245	265	8471.698113	40843	94	434500	0.019497579	ENSMUSG00000039218	ENSMUST00000088621.10	4	chr17	23803220	23824741	21521	plus	23810474	23810739	265	10	0	8	0	1	1	0	10	8	0	0	1	0
ENSMUST00000088621.10_intron_7_0_chr17_23811732_f	6066.666	698	8691.498567	125641.714	284	442400.4014	0.019646227	ENSMUSG00000039218	ENSMUST00000088621.10	7	chr17	23803220	23824741	21521	plus	23811730	23812428	698	4	6	3	0	0.4	NA	NA	10	3	0	0	1	0
ENSMUST00000088621.10_intron_8_0_chr17_23812621_f	5405.227	2503	2159.499401	2401430.001	6760	355241.1244	0.006078968	ENSMUSG00000039218	ENSMUST00000088621.10	8	chr17	23803220	23824741	21521	plus	23812619	23815122	2503	9	1	1	1	0.9	NA	NA	10	2	0	0	1	0
ENSMUST00000088737.10_intron_10_0_chr19_4290526_r	2667	80	33337.5	147172	208	707557.6923	0.047116299	ENSMUSG00000024858	ENSMUST00000088737.10	9	chr19	4306222	4286001	20221	minus	4290604	4290524	80	13	0	4	0	1	NA	NA	13	4	0	0	1	0
ENSMUST00000088737.10_intron_11_0_chr19_4290683_r	2837.42876	91	31180.53582	131138.4341	177	740895.1079	0.042084953	ENSMUSG00000024858	ENSMUST00000088737.10	8	chr19	4306222	4286001	20221	minus	4290772	4290681	91	12	0	4	0	1	NA	NA	12	4	0	0	1	0
ENSMUST00000088737.10_intron_12_0_chr19_4290872_r	4084	369	11067.75068	125023.03	190	658015.9474	0.016819882	ENSMUSG00000024858	ENSMUST00000088737.10	7	chr19	4306222	4286001	20221	minus	4291239	4290870	369	9	6	2	0	0.6	NA	NA	15	2	0	0	1	0
ENSMUST00000088737.10_intron_5_0_chr19_4288659_r	2048.5	656	3122.713415	85381	166	514343.3735	0.006071262	ENSMUSG00000024858	ENSMUST00000088737.10	14	chr19	4306222	4286001	20221	minus	4289313	4288657	656	9	1	7	0	0.9	1	0.152003093	10	7	0	0	1	0
ENSMUST00000088737.10_intron_6_0_chr19_4289414_r	2781.90966	261	10658.6577	97801.99994	166	589168.6743	0.018091012	ENSMUSG00000024858	ENSMUST00000088737.10	13	chr19	4306222	4286001	20221	minus	4289673	4289412	261	11	0	7	0	1	1	0	11	7	0	0	1	0
ENSMUST00000088737.10_intron_7_0_chr19_4289740_r	2895	160	18093.75	120545.57	173	696795.2023	0.025967099	ENSMUSG00000024858	ENSMUST00000088737.10	12	chr19	4306222	4286001	20221	minus	4289898	4289738	160	12	0	5	1	1	0.833333333	-0.263034406	12	6	0	0	1	0
ENSMUST00000088737.10_intron_8_0_chr19_4290006_r	2351.5	70	33592.85714	125735.56	201	625550.0498	0.05370131	ENSMUSG00000024858	ENSMUST00000088737.10	11	chr19	4306222	4286001	20221	minus	4290074	4290004	70	11	4	4	2	0.733333333	0.666666667	-0.137503523	15	6	0	0	1	0
ENSMUST00000088737.10_intron_9_0_chr19_4290169_r	2326.5	228	10203.94737	131854.5	224	588636.1607	0.017334897	ENSMUSG00000024858	ENSMUST00000088737.10	10	chr19	4306222	4286001	20221	minus	4290395	4290167	228	12	0	6	0	1	1	0	12	6	1	0.076923077	0	0
ENSMUST00000088922.4_intron_4_0_chr14_75995566_r	1753	1345	1303.345725	118641.6	162	732355.5556	0.001779663	ENSMUSG00000067995	ENSMUST00000088922.4	2	chr14	76010865	75896936	113929	minus	75996909	75995564	1345	9	2	3	0	0.818181818	NA	NA	11	3	0	0	1	0
ENSMUST00000089217.10_intron_1_0_chrX_20668566_f	10132.83	128	79162.73438	665087.12	174	3822339.77	0.020710544	ENSMUSG00000001924	ENSMUST00000089217.10	1	chrX	20658325	20683179	24854	plus	20668564	20668692	128	8	2	9	0	0.8	1	0.321928095	10	9	0	0	1	0
ENSMUST00000089217.10_intron_10_0_chrX_20672148_f	5973	98	60948.97959	520019.02	280	1857210.786	0.032817481	ENSMUSG00000001924	ENSMUST00000089217.10	10	chrX	20658325	20683179	24854	plus	20672146	20672244	98	8	2	7	2	0.8	0.777777778	-0.040641984	10	9	1	0.111111111	0	0
ENSMUST00000089217.10_intron_17_0_chrX_20678785_f	7260	608	11940.78947	612672	269	2277591.078	0.005242728	ENSMUSG00000001924	ENSMUST00000089217.10	17	chrX	20658325	20683179	24854	plus	20678783	20679391	608	8	2	4	0	0.8	NA	NA	10	4	0	0	1	0
ENSMUST00000089217.10_intron_2_0_chrX_20668751_f	8712.59	100	87125.9	546619.57	226	2418670.664	0.036022225	ENSMUSG00000001924	ENSMUST00000089217.10	2	chrX	20658325	20683179	24854	plus	20668749	20668849	100	11	0	8	2	1	0.8	-0.321928095	11	10	0	0	1	0
ENSMUST00000089217.10_intron_3_0_chrX_20669018_f	5535.5	112	49424.10714	681284.78	302	2255909.868	0.021908724	ENSMUSG00000001924	ENSMUST00000089217.10	3	chrX	20658325	20683179	24854	plus	20669016	20669128	112	12	0	9	0	1	1	0	12	9	0	0	1	0
ENSMUST00000089217.10_intron_4_0_chrX_20669263_f	9649.625	943	10232.90032	571547.2	240	2381446.667	0.004296926	ENSMUSG00000001924	ENSMUST00000089217.10	4	chrX	20658325	20683179	24854	plus	20669261	20670204	943	8	3	9	0	0.727272727	1	0.459431619	11	9	0	0	1	0
ENSMUST00000089217.10_intron_5_0_chrX_20670311_f	6789.5	235	28891.48936	442830.43	196	2259338.929	0.012787585	ENSMUSG00000001924	ENSMUST00000089217.10	5	chrX	20658325	20683179	24854	plus	20670309	20670544	235	11	2	8	0	0.846153846	1	0.2410081	13	8	1	0.083333333	0	0
ENSMUST00000089217.10_intron_6_0_chrX_20670635_f	6969.5	108	64532.40741	402348.5	222	1812380.631	0.035606432	ENSMUSG00000001924	ENSMUST00000089217.10	6	chrX	20658325	20683179	24854	plus	20670633	20670741	108	12	2	7	2	0.857142857	0.777777778	-0.140177658	14	9	0	0	1	0
ENSMUST00000089217.10_intron_7_0_chrX_20670874_f	6043	484	12485.53719	392979	229	1716065.502	0.007275676	ENSMUSG00000001924	ENSMUST00000089217.10	7	chrX	20658325	20683179	24854	plus	20670872	20671356	484	13	3	9	2	0.8125	0.818181818	0.010053665	16	11	0	0	1	0
ENSMUST00000089217.10_intron_8_0_chrX_20671454_f	7647.5	238	32132.35294	507691.4	243	2089265.021	0.01537974	ENSMUSG00000001924	ENSMUST00000089217.10	8	chrX	20658325	20683179	24854	plus	20671452	20671690	238	11	2	11	3	0.846153846	0.785714286	-0.106915204	13	14	0	0	1	0
ENSMUST00000089287.6_intron_1_0_chr6_97185396_r	1212.5	89	13623.59551	41579.664	117	355381.7436	0.038335102	ENSMUSG00000030061	ENSMUST00000089287.6	15	chr6	97205647	97184006	21641	minus	97185483	97185394	89	10	0	1	0	1	NA	NA	10	1	0	0	1	0
ENSMUST00000089287.6_intron_2_0_chr6_97185547_r	753.16596	105	7173.009143	59154.16597	163	362908.9937	0.019765311	ENSMUSG00000030061	ENSMUST00000089287.6	14	chr6	97205647	97184006	21641	minus	97185650	97185545	105	10	0	1	0	1	NA	NA	10	1	0	0	1	0
ENSMUST00000089287.6_intron_3_0_chr6_97185751_r	1346	320	4206.25	64228.5	181	354853.5912	0.01185348	ENSMUSG00000030061	ENSMUST00000089287.6	13	chr6	97205647	97184006	21641	minus	97186069	97185749	320	10	1	1	0	0.909090909	NA	NA	11	1	0	0	1	0
ENSMUST00000089287.6_intron_4_0_chr6_97186151_r	1120.5	88	12732.95455	40747.5	117	348269.2308	0.036560665	ENSMUSG00000030061	ENSMUST00000089287.6	12	chr6	97205647	97184006	21641	minus	97186237	97186149	88	10	0	1	0	1	NA	NA	10	1	1	0.090909091	0	0
ENSMUST00000089287.6_intron_5_0_chr6_97186274_r	1070.16667	391	2736.999156	23592	89	265078.6517	0.010325234	ENSMUSG00000030061	ENSMUST00000089287.6	11	chr6	97205647	97184006	21641	minus	97186663	97186272	391	11	0	2	0	1	NA	NA	11	2	0	0	1	0
ENSMUST00000089287.6_intron_6_0_chr6_97186717_r	1923.15	2814	683.4221748	41290	166	248734.9398	0.002747592	ENSMUSG00000030061	ENSMUST00000089287.6	10	chr6	97205647	97184006	21641	minus	97189529	97186715	2814	11	0	2	1	1	NA	NA	11	3	1	0.083333333	0	0
ENSMUST00000089287.6_intron_7_0_chr6_97189643_r	1105.5	113	9783.185841	75093.5	215	349272.093	0.028010213	ENSMUSG00000030061	ENSMUST00000089287.6	9	chr6	97205647	97184006	21641	minus	97189754	97189641	113	10	2	2	0	0.833333333	NA	NA	12	2	1	0.090909091	0	0
ENSMUST00000089287.6_intron_8_0_chr6_97189857_r	1344	1238	1085.621971	107159	257	416961.0895	0.002603653	ENSMUSG00000030061	ENSMUST00000089287.6	8	chr6	97205647	97184006	21641	minus	97191093	97189855	1238	8	3	2	0	0.727272727	NA	NA	11	2	0	0	1	0
ENSMUST00000089377.5_intron_1_0_chr15_78928050_f	51927.75396	1585	32761.98988	2285431.297	250	9141725.188	0.003583786	ENSMUSG00000068220	ENSMUST00000089377.5	1	chr15	78926724	78930465	3741	plus	78928048	78929633	1585	38	1	0	0	0.97435897	NA	NA	39	0	0	0	1	0
ENSMUST00000089377.5_intron_2_0_chr15_78929805_f	37413.99	195	191866.6154	2875545.21	638	4507124.154	0.042569632	ENSMUSG00000068220	ENSMUST00000089377.5	2	chr15	78926724	78930465	3741	plus	78929803	78929998	195	36	1	0	0	0.97297297	NA	NA	37	0	0	0	1	0
ENSMUST00000089558.6_intron_1_0_chr6_86375700_f	11500.67	797	14429.94981	854314.73	146	5851470.753	0.002466038	ENSMUSG00000057278	ENSMUST00000089558.6	1	chr6	86371303	86379328	8025	plus	86375698	86376495	797	34	0	6	0	1	1	0	34	6	1	0.028571429	0	0
ENSMUST00000089558.6_intron_2_0_chr6_86376620_f	27263.404	2115	12890.49835	1591336.559	719	2213263.643	0.005824204	ENSMUSG00000057278	ENSMUST00000089558.6	2	chr6	86371303	86379328	8025	plus	86376618	86378733	2115	33	1	6	0	0.970588235	1	0.043068722	34	6	0	0	1	0
ENSMUST00000090006.11_intron_10_0_chr8_128720475_f	6475.99	1911	3388.796442	330680.91	437	756706.8879	0.004478348	ENSMUSG00000025809	ENSMUST00000090006.11	10	chr8	128685653	128733200	47547	plus	128720473	128722384	1911	6	5	2	0	0.545454545	NA	NA	11	2	1	0.142857143	0	0
ENSMUST00000090006.11_intron_11_0_chr8_128722623_f	2957	189	15645.50265	472225.07	460	1026576.239	0.015240468	ENSMUSG00000025809	ENSMUST00000090006.11	11	chr8	128685653	128733200	47547	plus	128722621	128722810	189	13	2	3	0	0.866666667	NA	NA	15	3	0	0	1	0
ENSMUST00000090006.11_intron_12_0_chr8_128723033_f	4411.0957	1165	3786.34824	454111.173	454	1000244.874	0.003785421	ENSMUSG00000025809	ENSMUST00000090006.11	12	chr8	128685653	128733200	47547	plus	128723031	128724196	1165	15	3	1	0	0.833333333	NA	NA	18	1	2	0.117647059	0	0
ENSMUST00000090006.11_intron_13_0_chr8_128724429_f	4271.5	1593	2681.418707	311460.3	398	782563.5678	0.003426455	ENSMUSG00000025809	ENSMUST00000090006.11	13	chr8	128685653	128733200	47547	plus	128724427	128726020	1593	17	3	2	0	0.85	NA	NA	20	2	1	0.055555556	0	0
ENSMUST00000090006.11_intron_14_0_chr8_128726187_f	5344.36134	5838	915.4438746	612740.8	1343	456247.8034	0.002006462	ENSMUSG00000025809	ENSMUST00000090006.11	14	chr8	128685653	128733200	47547	plus	128726185	128732023	5838	16	3	2	0	0.842105263	NA	NA	19	2	1	0.058823529	0	0
ENSMUST00000090006.11_intron_3_0_chr8_128710476_f	2047	2734	748.7198244	186261.4	392	475156.6327	0.001575733	ENSMUSG00000025809	ENSMUST00000090006.11	3	chr8	128685653	128733200	47547	plus	128710474	128713208	2734	7	3	4	0	0.7	NA	NA	10	4	0	0	1	0
ENSMUST00000090006.11_intron_4_0_chr8_128713379_f	2162	550	3930.909091	199580	408	489166.6667	0.00803593	ENSMUSG00000025809	ENSMUST00000090006.11	4	chr8	128685653	128733200	47547	plus	128713377	128713927	550	15	1	5	0	0.9375	1	0.093109404	16	5	0	0	1	0
ENSMUST00000090006.11_intron_5_0_chr8_128714166_f	2876.5	1958	1469.101124	227681	393	579340.9669	0.002535814	ENSMUSG00000025809	ENSMUST00000090006.11	5	chr8	128685653	128733200	47547	plus	128714164	128716122	1958	14	4	3	0	0.777777778	NA	NA	18	3	0	0	1	0
ENSMUST00000090006.11_intron_6_0_chr8_128716278_f	2041.9858	931	2193.325242	146331.5	250	585326	0.003747186	ENSMUSG00000025809	ENSMUST00000090006.11	6	chr8	128685653	128733200	47547	plus	128716276	128717207	931	10	3	1	0	0.769230769	NA	NA	13	1	2	0.166666667	0	0
ENSMUST00000090006.11_intron_7_0_chr8_128717303_f	1236	284	4352.112676	88819	184	482711.9565	0.009015962	ENSMUSG00000025809	ENSMUST00000090006.11	7	chr8	128685653	128733200	47547	plus	128717301	128717585	284	7	3	0	0	0.7	NA	NA	10	0	1	0.125	0	0
ENSMUST00000090006.11_intron_9_0_chr8_128720133_f	783.5	144	5440.972222	168718.14	339	497693.6283	0.010932373	ENSMUSG00000025809	ENSMUST00000090006.11	9	chr8	128685653	128733200	47547	plus	128720131	128720275	144	10	0	1	0	1	NA	NA	10	1	0	0	1	0
ENSMUST00000090023.12_intron_1_0_chr16_20537735_f	4534.99	1575	2879.35873	388862.22	381	1020635.748	0.002821142	ENSMUSG00000022841	ENSMUST00000090023.12	1	chr16	20535477	20544056	8579	plus	20537733	20539308	1575	21	0	26	0	1	1	0	21	26	0	0	1	0
ENSMUST00000090023.12_intron_2_0_chr16_20539574_f	3432.17	761	4510.078844	288036.96	347	830077.6945	0.005433321	ENSMUSG00000022841	ENSMUST00000090023.12	2	chr16	20535477	20544056	8579	plus	20539572	20540333	761	14	2	23	4	0.875	0.851851852	-0.038680468	16	27	2	0.125	0	0
ENSMUST00000090023.12_intron_4_0_chr16_20541111_f	4103.3333	101	40627.06238	325401.3467	276	1178990.387	0.034459197	ENSMUSG00000022841	ENSMUST00000090023.12	4	chr16	20535477	20544056	8579	plus	20541109	20541210	101	7	4	17	0	0.636363636	1	0.652076697	11	17	1	0.125	0	0
ENSMUST00000090023.12_intron_5_0_chr16_20541352_f	4184.42	397	10540.10076	334412.04	260	1286200.154	0.008194759	ENSMUSG00000022841	ENSMUST00000090023.12	5	chr16	20535477	20544056	8579	plus	20541350	20541747	397	7	4	15	0	0.636363636	1	0.652076697	11	15	0	0	1	0
ENSMUST00000090031.11_intron_1_0_chr3_146503400_f	5948.3303	1936	3072.484659	355288.6597	377	942410.2379	0.003260241	ENSMUSG00000068523	ENSMUST00000090031.11	1	chr3	146499806	146505572	5766	plus	146503398	146505334	1936	12	2	1	2	0.857142857	NA	NA	14	3	0	0	1	0
ENSMUST00000090192.11_intron_0_0_chr16_17154283_r	9738.9047	5709	1705.886267	1241961.301	2453	506303.0171	0.003369299	ENSMUSG00000038965	ENSMUST00000090192.11	2	chr16	17201492	17152014	49478	minus	17159990	17154281	5709	10	0	2	0	1	NA	NA	10	2	0	0	1	0
ENSMUST00000090227.5_intron_10_0_chr15_31482924_r	4289.5	2024	2119.318182	98882	253	390837.9447	0.005422499	ENSMUSG00000039100	ENSMUST00000090227.5	14	chr15	31531053	31455890	75163	minus	31484946	31482922	2024	9	1	3	0	0.9	NA	NA	10	3	0	0	1	0
ENSMUST00000090227.5_intron_11_0_chr15_31485081_r	2325.5	845	2752.071006	90112	208	433230.7692	0.006352437	ENSMUSG00000039100	ENSMUST00000090227.5	13	chr15	31531053	31455890	75163	minus	31485924	31485079	845	9	3	4	0	0.75	NA	NA	12	4	1	0.1	0	0
ENSMUST00000090227.5_intron_12_0_chr15_31485999_r	1282.5	85	15088.23529	52129	142	367105.6338	0.041100528	ENSMUSG00000039100	ENSMUST00000090227.5	12	chr15	31531053	31455890	75163	minus	31486082	31485997	85	5	8	4	0	0.384615385	NA	NA	13	4	0	0	1	0
ENSMUST00000090227.5_intron_17_0_chr15_31492772_r	1759.83334	1301	1352.677433	44753.51	93	481220.5376	0.00281093	ENSMUSG00000039100	ENSMUST00000090227.5	7	chr15	31531053	31455890	75163	minus	31494071	31492770	1301	9	1	5	0	0.9	1	0.152003093	10	5	1	0.1	0	0
ENSMUST00000090227.5_intron_18_0_chr15_31494133_r	1868.452047	1873	997.571835	117588.86	250	470355.44	0.002120889	ENSMUSG00000039100	ENSMUST00000090227.5	6	chr15	31531053	31455890	75163	minus	31496004	31494131	1873	10	0	6	0	1	1	0	10	6	0	0	1	0
ENSMUST00000090227.5_intron_19_0_chr15_31496194_r	2554	2382	1072.208228	153111.8	357	428884.5938	0.002499992	ENSMUSG00000039100	ENSMUST00000090227.5	5	chr15	31531053	31455890	75163	minus	31498574	31496192	2382	10	0	5	0	1	1	0	10	5	0	0	1	0
ENSMUST00000090227.5_intron_23_0_chr15_31505759_r	855.5	3969	215.5454775	33643	169	199071.0059	0.001082757	ENSMUSG00000039100	ENSMUST00000090227.5	1	chr15	31531053	31455890	75163	minus	31509726	31505757	3969	10	0	2	0	1	NA	NA	10	2	0	0	1	0
ENSMUST00000090227.5_intron_4_0_chr15_31469678_r	2767.6666	1941	1425.897269	153295.33	315	486651.8413	0.002930015	ENSMUSG00000039100	ENSMUST00000090227.5	20	chr15	31531053	31455890	75163	minus	31471617	31469676	1941	10	0	2	0	1	NA	NA	10	2	0	0	1	0
ENSMUST00000090227.5_intron_5_0_chr15_31471799_r	1758.49996	3949	445.3025981	117518.36	250	470073.4401	0.000947304	ENSMUSG00000039100	ENSMUST00000090227.5	19	chr15	31531053	31455890	75163	minus	31475746	31471797	3949	13	0	4	0	1	NA	NA	13	4	1	0.071428571	0	0
ENSMUST00000090227.5_intron_6_0_chr15_31475816_r	5827.1786	2481	2348.721725	116027.9999	270	429733.333	0.005465533	ENSMUSG00000039100	ENSMUST00000090227.5	18	chr15	31531053	31455890	75163	minus	31478295	31475814	2481	13	0	4	3	1	0.571428571	-0.807354922	13	7	0	0	1	0
ENSMUST00000090227.5_intron_7_0_chr15_31478497_r	6204.1033	1790	3465.979497	164633.5	338	487081.3609	0.007115812	ENSMUSG00000039100	ENSMUST00000090227.5	17	chr15	31531053	31455890	75163	minus	31480285	31478495	1790	12	0	3	0	1	NA	NA	12	3	0	0	1	0
ENSMUST00000090227.5_intron_8_0_chr15_31480423_r	3219.5	2077	1550.07222	93485.5	237	394453.5865	0.003929669	ENSMUSG00000039100	ENSMUST00000090227.5	16	chr15	31531053	31455890	75163	minus	31482498	31480421	2077	8	2	3	0	0.8	NA	NA	10	3	0	0	1	0
ENSMUST00000090227.5_intron_9_0_chr15_31482599_r	586	207	2830.917874	61467.5	219	280673.516	0.01008616	ENSMUSG00000039100	ENSMUST00000090227.5	15	chr15	31531053	31455890	75163	minus	31482804	31482597	207	8	2	3	0	0.8	NA	NA	10	3	2	0.2	0	0
ENSMUST00000090541.11_intron_0_0_chr11_96073219_r	32776	306	107111.1111	3107287.357	4544	683822.0416	0.156635944	ENSMUSG00000006057	ENSMUST00000090541.11	3	chr11	96075670	96068851	6819	minus	96073523	96073217	306	14	0	0	0	1	NA	NA	14	0	3	0.176470588	0	0
ENSMUST00000090541.11_intron_1_0_chr11_96073702_r	50414.4334	262	192421.5015	2424129.466	255	9506390.064	0.02024128	ENSMUSG00000006057	ENSMUST00000090541.11	2	chr11	96075670	96068851	6819	minus	96073962	96073700	262	23	0	1	0	1	NA	NA	23	1	0	0	1	0
ENSMUST00000090553.11_intron_0_0_chr3_108426982_r	8309.83332	280	29677.97614	990984.2333	2245	441418.3667	0.067233215	ENSMUSG00000068739	ENSMUST00000090553.11	9	chr3	108445198	108424864	20334	minus	108427260	108426980	280	16	3	2	2	0.842105263	NA	NA	19	4	1	0.058823529	0	0
ENSMUST00000090553.11_intron_1_0_chr3_108427390_r	23150	786	29452.92621	509454	286	1781307.692	0.016534441	ENSMUSG00000068739	ENSMUST00000090553.11	8	chr3	108445198	108424864	20334	minus	108428174	108427388	786	17	5	2	4	0.772727273	0.333333333	-1.212993724	22	6	2	0.105263158	0	0
ENSMUST00000090553.11_intron_2_0_chr3_108428332_r	5467.5	276	19809.78261	496173.5	286	1734872.378	0.011418582	ENSMUSG00000068739	ENSMUST00000090553.11	7	chr3	108445198	108424864	20334	minus	108428606	108428330	276	24	2	4	1	0.923076923	0.8	-0.206450877	26	5	0	0	1	0
ENSMUST00000090553.11_intron_3_0_chr3_108428736_r	10747.8329	507	21198.88146	760970.3998	350	2174201.142	0.009750193	ENSMUSG00000068739	ENSMUST00000090553.11	6	chr3	108445198	108424864	20334	minus	108429241	108428734	507	27	0	6	0	1	1	0	27	6	2	0.068965517	0	0
ENSMUST00000090553.11_intron_4_0_chr3_108429463_r	16614	2004	8290.419162	802120.4	376	2133298.936	0.003886197	ENSMUSG00000068739	ENSMUST00000090553.11	5	chr3	108445198	108424864	20334	minus	108431465	108429461	2004	29	2	6	0	0.935483871	1	0.096215315	31	6	2	0.064516129	0	0
ENSMUST00000090553.11_intron_5_0_chr3_108431621_r	29901	1399	21373.12366	547224.3	298	1836323.154	0.011639086	ENSMUSG00000068739	ENSMUST00000090553.11	4	chr3	108445198	108424864	20334	minus	108433018	108431619	1399	25	5	4	3	0.833333333	0.571428571	-0.544320516	30	7	1	0.038461538	0	0
ENSMUST00000090553.11_intron_6_0_chr3_108433162_r	9681.9932	889	10890.88099	508611.7733	301	1689740.111	0.006445299	ENSMUSG00000068739	ENSMUST00000090553.11	3	chr3	108445198	108424864	20334	minus	108434049	108433160	889	29	0	5	1	1	0.833333333	-0.263034406	29	6	0	0	1	0
ENSMUST00000090553.11_intron_7_0_chr3_108434208_r	9959.04764	1680	5928.004548	433353.4001	238	1820812.605	0.003255692	ENSMUSG00000068739	ENSMUST00000090553.11	2	chr3	108445198	108424864	20334	minus	108435886	108434206	1680	31	1	6	0	0.96875	1	0.04580369	32	6	0	0	1	0
ENSMUST00000090553.11_intron_8_0_chr3_108435967_r	7699.7635	1544	4986.893459	350085.7	150	2333904.667	0.002136717	ENSMUSG00000068739	ENSMUST00000090553.11	1	chr3	108445198	108424864	20334	minus	108437509	108435965	1544	38	2	9	1	0.95	0.9	-0.078002512	40	10	0	0	1	0
ENSMUST00000090569.9_intron_1_0_chr3_108261753_f	13227.999	3315	3990.346606	502184.43	192	2615543.906	0.001525628	ENSMUSG00000068749	ENSMUST00000090569.9	1	chr3	108256925	108279974	23049	plus	108261751	108265066	3315	45	3	17	0	0.9375	1	0.093109404	48	17	0	0	1	0
ENSMUST00000090569.9_intron_2_0_chr3_108265193_f	10661.5149	1242	8584.150483	506157.47	193	2622577.565	0.003273173	ENSMUSG00000068749	ENSMUST00000090569.9	2	chr3	108256925	108279974	23049	plus	108265191	108266433	1242	41	0	15	0	1	1	0	41	15	2	0.046511628	0	0
ENSMUST00000090569.9_intron_3_0_chr3_108266501_f	17988.02	1294	13901.09737	578835.38	174	3326640.115	0.00417872	ENSMUSG00000068749	ENSMUST00000090569.9	3	chr3	108256925	108279974	23049	plus	108266499	108267793	1294	35	1	10	0	0.972222222	1	0.040641985	36	10	2	0.054054054	0	0
ENSMUST00000090569.9_intron_4_0_chr3_108267901_f	11810.51	134	88138.13433	588343.87	165	3565720.424	0.024718184	ENSMUSG00000068749	ENSMUST00000090569.9	4	chr3	108256925	108279974	23049	plus	108267899	108268033	134	36	2	8	2	0.947368421	0.8	-0.243925583	38	10	0	0	1	0
ENSMUST00000090569.9_intron_5_0_chr3_108268092_f	11390.84	738	15434.74255	558434.56	160	3490216	0.004422289	ENSMUSG00000068749	ENSMUST00000090569.9	5	chr3	108256925	108279974	23049	plus	108268090	108268828	738	30	4	8	3	0.882352941	0.727272727	-0.278859373	34	11	0	0	1	0
ENSMUST00000090569.9_intron_6_0_chr3_108268931_f	21435.4067	3362	6375.790214	676861.36	188	3600326.383	0.001770892	ENSMUSG00000068749	ENSMUST00000090569.9	6	chr3	108256925	108279974	23049	plus	108268929	108272291	3362	26	0	7	1	1	0.875	-0.192645078	26	8	3	0.103448276	0	0
ENSMUST00000090569.9_intron_7_0_chr3_108272378_f	21805.6341	7359	2963.124623	776505.21	325	2389246.8	0.001240192	ENSMUSG00000068749	ENSMUST00000090569.9	7	chr3	108256925	108279974	23049	plus	108272376	108279735	7359	21	0	5	1	1	0.833333333	-0.263034406	21	6	2	0.086956522	0	0
ENSMUST00000090839.11_intron_1_0_chr3_94936754_f	2426.9997	143	16972.02587	91041.271	168	541912.3274	0.031318767	ENSMUSG00000068874	ENSMUST00000090839.11	1	chr3	94933055	94944758	11703	plus	94936752	94936895	143	66	5	5	0	0.929577465	1	0.105353	71	5	0	0	1	0
ENSMUST00000090839.11_intron_10_0_chr3_94944194_f	1778.08333	214	8308.800607	428786.5	470	912311.7021	0.009107414	ENSMUSG00000068874	ENSMUST00000090839.11	10	chr3	94933055	94944758	11703	plus	94944192	94944406	214	30	2	0	0	0.9375	NA	NA	32	0	0	0	1	0
ENSMUST00000090839.11_intron_2_0_chr3_94937008_f	1736.83638	202	8598.199901	217737.27	297	733122.1213	0.011728196	ENSMUSG00000068874	ENSMUST00000090839.11	2	chr3	94933055	94944758	11703	plus	94937006	94937208	202	66	3	6	0	0.956521739	1	0.064130338	69	6	1	0.014925373	0	0
