chr	start	end	txname	score	strand	geneid	type
chr14	54883503	54883503	ENSMUST00000133397.3	865	+	ENSMUSG00000089682.10	protein_coding
chr14	54883506	54883506	ENSMUST00000227108.1	868	+	ENSMUSG00000089682.10	protein_coding
chr14	54894147	54894147	ENSMUST00000022808.13	3802	+	ENSMUSG00000022194.15	protein_coding
chr14	54894147	54894147	ENSMUST00000116476.8	3802	+	ENSMUSG00000022194.15	protein_coding
chr14	54894154	54894154	ENSMUST00000150975.7	3774	+	ENSMUSG00000022194.15	protein_coding
chr14	54894572	54894572	ENSMUST00000141446.7	717	+	ENSMUSG00000022194.15	protein_coding
chr14	54894601	54894601	ENSMUST00000139985.7	674	+	ENSMUSG00000022194.15	protein_coding
chr14	54894617	54894617	ENSMUST00000172557.1	634	+	ENSMUSG00000022194.15	protein_coding
chr14	55015453	55015453	ENSMUST00000022815.9	1310	+	ENSMUSG00000022204.9	protein_coding
chr14	55094783	55094783	ENSMUST00000050575.8	963	+	ENSMUSG00000045691.14	protein_coding
chr14	55478757	55478757	ENSMUST00000022821.7	1899	+	ENSMUSG00000022210.7	protein_coding
chr14	55478778	55478778	ENSMUST00000227488.1	1964	+	ENSMUSG00000022210.7	protein_coding
chr14	55478874	55478874	ENSMUST00000226168.1	2927	+	ENSMUSG00000022210.7	protein_coding
chr14	55478919	55478919	ENSMUST00000226902.1	3070	+	ENSMUSG00000022210.7	protein_coding
chr14	55478933	55478933	ENSMUST00000228353.1	3082	+	ENSMUSG00000022210.7	protein_coding
chr14	55491092	55491092	ENSMUST00000076236.6	277	+	ENSMUSG00000022211.9	protein_coding
chr14	55540265	55540265	ENSMUST00000048781.3	1132	+	ENSMUSG00000040618.7	protein_coding
chr14	55540265	55540265	ENSMUST00000226519.1	1132	+	ENSMUSG00000040618.7	protein_coding
chr14	55540388	55540388	ENSMUST00000226352.1	2659	+	ENSMUSG00000040618.7	protein_coding
chr14	55560005	55560005	ENSMUST00000117236.7	1819	+	ENSMUSG00000022214.15	protein_coding
chr14	55560017	55560017	ENSMUST00000147981.1	1805	+	ENSMUSG00000022214.15	protein_coding
chr14	55560020	55560020	ENSMUST00000151245.1	1810	+	ENSMUSG00000022214.15	processed_transcript
chr14	55560481	55560481	ENSMUST00000127991.1	581	+	ENSMUSG00000022214.15	processed_transcript
chr14	55560517	55560517	ENSMUST00000143431.1	621	+	ENSMUSG00000022214.15	protein_coding
chr14	55560532	55560532	ENSMUST00000150481.7	628	+	ENSMUSG00000022214.15	protein_coding
chr14	55560928	55560928	ENSMUST00000072530.10	271	+	ENSMUSG00000022214.15	protein_coding
chr14	55560970	55560970	ENSMUST00000128490.8	298	+	ENSMUSG00000022214.15	protein_coding
chr14	55578122	55578122	ENSMUST00000174484.7	188	+	ENSMUSG00000022216.17	protein_coding
chr14	55578359	55578359	ENSMUST00000174259.7	457	+	ENSMUSG00000022216.17	protein_coding
chr14	55578537	55578537	ENSMUST00000174563.7	541	+	ENSMUSG00000022216.17	protein_coding
chr14	55591707	55591707	ENSMUST00000019443.14	481	+	ENSMUSG00000047098.18	protein_coding
chr14	55603984	55603984	ENSMUST00000130697.7	345	+	ENSMUSG00000002325.15	protein_coding
chr14	55604578	55604578	ENSMUST00000138037.1	612	+	ENSMUSG00000002325.15	protein_coding
chr14	55672234	55672234	ENSMUST00000002397.6	406	+	ENSMUSG00000002326.6	protein_coding
chr14	55672379	55672379	ENSMUST00000227178.1	769	+	ENSMUSG00000002326.6	protein_coding
chr14	55672382	55672382	ENSMUST00000227914.1	769	+	ENSMUSG00000002326.6	protein_coding
chr14	55745692	55745692	ENSMUST00000019441.8	2187	+	ENSMUSG00000019297.9	protein_coding
chr14	55823143	55823143	ENSMUST00000226979.1	250	+	ENSMUSG00000023411.12	protein_coding
chr14	55884946	55884946	ENSMUST00000022831.4	4802	+	ENSMUSG00000047153.4	protein_coding
chr14	56402580	56402580	ENSMUST00000095793.2	1544	+	ENSMUSG00000000365.9	protein_coding
chr14	56402696	56402696	ENSMUST00000223627.1	3257	+	ENSMUSG00000000365.9	protein_coding
chr14	56668247	56668247	ENSMUST00000116468.1	2023	+	ENSMUSG00000079184.10	protein_coding
chr14	56886652	56886652	ENSMUST00000223669.1	1423	+	ENSMUSG00000021945.9	protein_coding
chr14	57424061	57424061	ENSMUST00000122063.7	386	+	ENSMUSG00000040040.16	protein_coding
chr14	57524776	57524776	ENSMUST00000089494.5	337	+	ENSMUSG00000050222.11	protein_coding
chr14	57798179	57798179	ENSMUST00000128764.8	3726	+	ENSMUSG00000021963.17	protein_coding
chr14	57798217	57798217	ENSMUST00000111269.1	4138	+	ENSMUSG00000021963.17	protein_coding
chr14	57798425	57798425	ENSMUST00000143600.1	3221	+	ENSMUSG00000021963.17	protein_coding
chr14	57798631	57798631	ENSMUST00000111268.7	269	+	ENSMUSG00000021963.17	protein_coding
chr14	57798637	57798637	ENSMUST00000111267.1	271	+	ENSMUSG00000021963.17	protein_coding
chr14	57826233	57826233	ENSMUST00000022538.4	3387	+	ENSMUSG00000021967.4	protein_coding
chr14	59201227	59201227	ENSMUST00000043227.12	2681	+	ENSMUSG00000035469.17	protein_coding
chr14	59201241	59201241	ENSMUST00000022551.13	2706	+	ENSMUSG00000035469.17	protein_coding
chr14	59201475	59201475	ENSMUST00000140136.8	1058	+	ENSMUSG00000035469.17	protein_coding
chr14	59201482	59201482	ENSMUST00000095778.7	933	+	ENSMUSG00000035469.17	processed_transcript
chr14	59201502	59201502	ENSMUST00000142326.1	570	+	ENSMUSG00000035469.17	protein_coding
chr14	59440971	59440971	ENSMUST00000225149.1	2786	+	ENSMUSG00000021981.10	processed_transcript
chr14	59440980	59440980	ENSMUST00000022553.5	2900	+	ENSMUSG00000021981.10	protein_coding
chr14	59440980	59440980	ENSMUST00000225595.1	2900	+	ENSMUSG00000021981.10	protein_coding
chr14	60265227	60265227	ENSMUST00000022563.8	2082	+	ENSMUSG00000021987.9	protein_coding
chr14	60265272	60265272	ENSMUST00000225574.1	2306	+	ENSMUSG00000021987.9	processed_transcript
chr14	60265337	60265337	ENSMUST00000224366.1	2451	+	ENSMUSG00000021987.9	protein_coding
chr14	60634733	60634733	ENSMUST00000159729.1	714	+	ENSMUSG00000021990.15	protein_coding
chr14	60634754	60634754	ENSMUST00000159135.1	730	+	ENSMUSG00000021990.15	processed_transcript
chr14	60784572	60784572	ENSMUST00000063562.8	985	+	ENSMUSG00000021993.10	protein_coding
chr14	60784624	60784624	ENSMUST00000225043.1	1166	+	ENSMUSG00000021993.10	protein_coding
chr14	61172989	61172989	ENSMUST00000121091.1	1753	+	ENSMUSG00000048279.19	protein_coding
chr14	61599539	61599539	ENSMUST00000039562.7	3866	+	ENSMUSG00000035235.13	protein_coding
chr14	62332067	62332067	ENSMUST00000022499.12	1077	+	ENSMUSG00000021932.13	protein_coding
chr14	62837677	62837677	ENSMUST00000014691.9	1311	+	ENSMUSG00000014547.10	protein_coding
chr14	63122461	63122461	ENSMUST00000006235.8	3113	+	ENSMUSG00000021939.8	protein_coding
chr14	63860363	63860363	ENSMUST00000022528.5	2008	+	ENSMUSG00000021958.5	protein_coding
chr14	64652601	64652601	ENSMUST00000224503.1	7824	+	ENSMUSG00000060012.9	protein_coding
chr14	64950044	64950044	ENSMUST00000043914.6	175	+	ENSMUSG00000021975.8	protein_coding
chr14	65358388	65358388	ENSMUST00000224623.1	307	+	ENSMUSG00000034522.10	protein_coding
chr14	65358533	65358533	ENSMUST00000225865.1	2350	+	ENSMUSG00000034522.10	processed_transcript
chr14	65358675	65358675	ENSMUST00000066994.6	4276	+	ENSMUSG00000034522.10	protein_coding
chr14	65375392	65375392	ENSMUST00000224687.1	164	+	ENSMUSG00000034522.10	protein_coding
chr14	65805836	65805836	ENSMUST00000022612.9	1586	+	ENSMUSG00000022033.9	protein_coding
chr14	65805936	65805936	ENSMUST00000152130.1	1977	+	ENSMUSG00000022033.9	processed_transcript
chr14	65806231	65806231	ENSMUST00000139644.1	639	+	ENSMUSG00000022033.9	protein_coding
chr14	65837301	65837301	ENSMUST00000022614.6	1549	+	ENSMUSG00000022035.6	protein_coding
chr14	66297030	66297030	ENSMUST00000022623.12	3978	+	ENSMUSG00000022043.19	protein_coding
chr14	66297089	66297089	ENSMUST00000121006.1	4311	+	ENSMUSG00000022043.19	protein_coding
chr14	67716097	67716097	ENSMUST00000078053.12	3521	+	ENSMUSG00000034327.17	protein_coding
chr14	67745180	67745180	ENSMUST00000223929.1	163	+	ENSMUSG00000015812.8	protein_coding
chr14	67745267	67745267	ENSMUST00000111095.3	147	+	ENSMUSG00000015812.8	protein_coding
chr14	67746269	67746269	ENSMUST00000223951.1	136	+	ENSMUSG00000015812.8	protein_coding
chr14	69337173	69337173	ENSMUST00000184973.7	352	+	ENSMUSG00000095463.8	protein_coding
chr14	69337197	69337197	ENSMUST00000184314.7	374	+	ENSMUSG00000095463.8	protein_coding
chr14	69337215	69337215	ENSMUST00000183648.1	380	+	ENSMUSG00000095463.8	processed_transcript
chr14	69555423	69555423	ENSMUST00000185072.7	326	+	ENSMUSG00000022066.16	protein_coding
chr14	69555447	69555447	ENSMUST00000064846.7	367	+	ENSMUSG00000022066.16	protein_coding
chr14	69555465	69555465	ENSMUST00000185174.1	373	+	ENSMUSG00000022066.16	processed_transcript
chr14	69767471	69767471	ENSMUST00000022663.6	333	+	ENSMUSG00000022074.6	protein_coding
chr14	70100104	70100104	ENSMUST00000022680.8	3292	+	ENSMUSG00000022089.9	protein_coding
chr14	70100105	70100105	ENSMUST00000227841.1	3293	+	ENSMUSG00000022089.9	processed_transcript
chr14	70100122	70100122	ENSMUST00000226385.1	3337	+	ENSMUSG00000022089.9	processed_transcript
chr14	70100164	70100164	ENSMUST00000228049.1	3407	+	ENSMUSG00000022089.9	processed_transcript
chr14	70545250	70545250	ENSMUST00000226563.1	1562	+	ENSMUSG00000033589.4	protein_coding
chr14	70545353	70545353	ENSMUST00000047218.4	1984	+	ENSMUSG00000033589.4	protein_coding
chr14	70577846	70577846	ENSMUST00000228554.1	7655	+	ENSMUSG00000045211.5	protein_coding
chr14	70578091	70578091	ENSMUST00000228768.1	1936	+	ENSMUSG00000045211.5	protein_coding
chr14	70766035	70766035	ENSMUST00000171481.1	206	+	ENSMUSG00000022102.13	processed_transcript
chr14	70766048	70766048	ENSMUST00000169599.1	219	+	ENSMUSG00000022102.13	processed_transcript
chr14	70774303	70774303	ENSMUST00000022698.7	3538	+	ENSMUSG00000022102.13	protein_coding
chr14	70776177	70776177	ENSMUST00000165654.7	740	+	ENSMUSG00000022102.13	processed_transcript
chr14	70776362	70776362	ENSMUST00000168355.1	733	+	ENSMUSG00000022102.13	processed_transcript
chr14	73142535	73142535	ENSMUST00000170370.7	141	+	ENSMUSG00000022106.14	protein_coding
chr14	73142536	73142536	ENSMUST00000164822.7	141	+	ENSMUSG00000022106.14	protein_coding
chr14	73142862	73142862	ENSMUST00000171767.7	219	+	ENSMUSG00000022106.14	protein_coding
chr14	73142991	73142991	ENSMUST00000163533.7	343	+	ENSMUSG00000022106.14	protein_coding
chr14	73143061	73143061	ENSMUST00000170677.7	915	+	ENSMUSG00000022106.14	protein_coding
chr14	73143098	73143098	ENSMUST00000169513.7	984	+	ENSMUSG00000022106.14	protein_coding
chr14	73143109	73143109	ENSMUST00000165727.7	1043	+	ENSMUSG00000022106.14	protein_coding
chr14	73143592	73143592	ENSMUST00000110952.9	1116	+	ENSMUSG00000022106.14	protein_coding
chr14	73510024	73510024	ENSMUST00000022705.6	2002	+	ENSMUSG00000022109.6	protein_coding
chr14	73525318	73525318	ENSMUST00000162691.1	594	+	ENSMUSG00000022110.13	protein_coding
chr14	73552664	73552664	ENSMUST00000160507.7	797	+	ENSMUSG00000022110.13	protein_coding
chr14	73552765	73552765	ENSMUST00000022706.6	3576	+	ENSMUSG00000022110.13	protein_coding
chr14	74640839	74640839	ENSMUST00000036653.4	340	+	ENSMUSG00000034997.5	protein_coding
chr14	74732296	74732296	ENSMUST00000022573.16	793	+	ENSMUSG00000021996.16	protein_coding
chr14	74732320	74732320	ENSMUST00000176484.1	1148	+	ENSMUSG00000021996.16	processed_transcript
chr14	74732356	74732356	ENSMUST00000175712.7	1191	+	ENSMUSG00000021996.16	protein_coding
chr14	74732383	74732383	ENSMUST00000176957.7	1224	+	ENSMUSG00000021996.16	protein_coding
chr14	75016026	75016026	ENSMUST00000036072.7	312	+	ENSMUSG00000034959.8	protein_coding
chr14	75131100	75131100	ENSMUST00000143539.7	192	+	ENSMUSG00000021998.16	protein_coding
chr14	75131158	75131158	ENSMUST00000124608.1	195	+	ENSMUSG00000021998.16	processed_transcript
chr14	75131158	75131158	ENSMUST00000134114.7	195	+	ENSMUSG00000021998.16	protein_coding
chr14	75284376	75284376	ENSMUST00000226417.1	3807	+	ENSMUSG00000022000.11	processed_transcript
chr14	75284385	75284385	ENSMUST00000227049.1	3818	+	ENSMUSG00000022000.11	protein_coding
chr14	75845899	75845899	ENSMUST00000134040.1	671	+	ENSMUSG00000060126.14	processed_transcript
chr14	76110890	76110890	ENSMUST00000022586.1	1118	+	ENSMUSG00000022009.1	protein_coding
chr14	76504213	76504213	ENSMUST00000177207.1	213	+	ENSMUSG00000022010.19	protein_coding
chr14	76504477	76504477	ENSMUST00000022587.9	24107	+	ENSMUSG00000022010.19	protein_coding
chr14	76504529	76504529	ENSMUST00000134109.1	24659	+	ENSMUSG00000022010.19	protein_coding
chr14	76505097	76505097	ENSMUST00000133224.1	501	+	ENSMUSG00000022010.19	protein_coding
chr14	78849243	78849243	ENSMUST00000228884.1	859	+	ENSMUSG00000058997.8	processed_transcript
chr14	78849253	78849253	ENSMUST00000227255.1	883	+	ENSMUSG00000058997.8	protein_coding
chr14	79397771	79397771	ENSMUST00000022600.3	154	+	ENSMUSG00000022022.3	protein_coding
chr14	79481193	79481193	ENSMUST00000040131.12	4857	+	ENSMUSG00000036461.16	protein_coding
chr14	79515673	79515673	ENSMUST00000110835.2	2253	+	ENSMUSG00000036461.16	protein_coding
chr14	79515685	79515685	ENSMUST00000227192.1	2263	+	ENSMUSG00000036461.16	protein_coding
chr14	79515697	79515697	ENSMUST00000227104.1	2269	+	ENSMUSG00000036461.16	processed_transcript
chr14	79587690	79587690	ENSMUST00000054908.9	1048	+	ENSMUSG00000022024.10	protein_coding
chr14	87416638	87416638	ENSMUST00000168275.8	670	+	ENSMUSG00000022019.16	protein_coding
chr14	87416638	87416638	ENSMUST00000169504.7	670	+	ENSMUSG00000022019.16	protein_coding
chr14	87416665	87416665	ENSMUST00000170865.7	661	+	ENSMUSG00000022019.16	protein_coding
chr14	99046376	99046376	ENSMUST00000022656.7	4039	+	ENSMUSG00000022070.7	protein_coding
chr14	99298690	99298690	ENSMUST00000005279.7	3750	+	ENSMUSG00000005148.8	protein_coding
chr14	99299153	99299153	ENSMUST00000226784.1	192	+	ENSMUSG00000005148.8	protein_coding
chr14	101653993	101653993	ENSMUST00000002289.7	1287	+	ENSMUSG00000022111.9	protein_coding
chr14	103070215	103070215	ENSMUST00000022721.7	2217	+	ENSMUSG00000022125.7	protein_coding
chr14	105258572	105258572	ENSMUST00000181969.7	250	+	ENSMUSG00000053253.16	protein_coding
chr14	105258752	105258752	ENSMUST00000138283.1	2303	+	ENSMUSG00000053253.16	protein_coding
chr14	118137157	118137157	ENSMUST00000022728.3	1141	+	ENSMUSG00000022131.3	protein_coding
chr14	118937975	118937975	ENSMUST00000022734.8	1920	+	ENSMUSG00000022136.8	protein_coding
chr14	120275668	120275668	ENSMUST00000088419.12	1704	+	ENSMUSG00000022139.17	protein_coding
chr14	120275705	120275705	ENSMUST00000227012.1	1781	+	ENSMUSG00000022139.17	protein_coding
chr14	120275720	120275720	ENSMUST00000167459.2	1807	+	ENSMUSG00000022139.17	protein_coding
chr14	120306451	120306451	ENSMUST00000227594.1	1058	+	ENSMUSG00000022139.17	protein_coding
chr14	120306455	120306455	ENSMUST00000227644.1	1058	+	ENSMUSG00000022139.17	processed_transcript
chr14	120478443	120478443	ENSMUST00000062117.13	1256	+	ENSMUSG00000051615.14	protein_coding
chr14	120911223	120911223	ENSMUST00000032898.8	1393	+	ENSMUSG00000030662.10	protein_coding
chr14	121878619	121878619	ENSMUST00000039803.6	846	+	ENSMUSG00000041765.6	protein_coding
chr14	122107037	122107037	ENSMUST00000026624.10	562	+	ENSMUSG00000025544.13	protein_coding
chr14	122181703	122181703	ENSMUST00000026625.6	3455	+	ENSMUSG00000025545.10	protein_coding
chr14	122534330	122534330	ENSMUST00000154206.7	1930	+	ENSMUSG00000041650.15	protein_coding
chr14	122534338	122534338	ENSMUST00000038374.12	1919	+	ENSMUSG00000041650.15	protein_coding
chr14	122534344	122534344	ENSMUST00000135578.7	1866	+	ENSMUSG00000041650.15	protein_coding
chr15	3270997	3270997	ENSMUST00000160311.1	156	+	ENSMUSG00000064373.12	protein_coding
chr15	4026683	4026683	ENSMUST00000138927.1	1193	+	ENSMUSG00000022186.14	protein_coding
chr15	5116644	5116644	ENSMUST00000045356.8	2476	+	ENSMUSG00000041841.8	protein_coding
chr15	5116700	5116700	ENSMUST00000227463.1	3063	+	ENSMUSG00000041841.8	processed_transcript
chr15	5116948	5116948	ENSMUST00000226758.1	1691	+	ENSMUSG00000041841.8	processed_transcript
chr15	5143860	5143860	ENSMUST00000051186.8	4147	+	ENSMUSG00000050697.9	protein_coding
chr15	5143890	5143890	ENSMUST00000228218.1	4208	+	ENSMUSG00000050697.9	protein_coding
chr15	5185524	5185524	ENSMUST00000118193.7	589	+	ENSMUSG00000022151.16	protein_coding
chr15	5185559	5185559	ENSMUST00000022751.14	585	+	ENSMUSG00000022151.16	protein_coding
chr15	5185726	5185726	ENSMUST00000081640.11	2213	+	ENSMUSG00000022151.16	protein_coding
chr15	5186157	5186157	ENSMUST00000144653.7	323	+	ENSMUSG00000022151.16	protein_coding
chr15	6522852	6522852	ENSMUST00000226412.1	3158	+	ENSMUSG00000022148.16	protein_coding
chr15	6708382	6708382	ENSMUST00000061656.7	1010	+	ENSMUSG00000050310.9	protein_coding
chr15	8109272	8109272	ENSMUST00000163765.2	2525	+	ENSMUSG00000022142.8	protein_coding
chr15	8109335	8109335	ENSMUST00000230017.1	3627	+	ENSMUSG00000022142.8	protein_coding
chr15	9071259	9071259	ENSMUST00000190591.7	1107	+	ENSMUSG00000022253.15	processed_transcript
chr15	9071574	9071574	ENSMUST00000227682.1	3203	+	ENSMUSG00000022253.15	processed_transcript
chr15	9071680	9071680	ENSMUST00000189437.6	2343	+	ENSMUSG00000022253.15	processed_transcript
chr15	9071686	9071686	ENSMUST00000190874.6	2303	+	ENSMUSG00000022253.15	processed_transcript
chr15	9075276	9075276	ENSMUST00000228397.1	412	+	ENSMUSG00000022253.15	processed_transcript
chr15	9094646	9094646	ENSMUST00000227928.1	303	+	ENSMUSG00000022253.15	processed_transcript
chr15	9100155	9100155	ENSMUST00000188194.1	135	+	ENSMUSG00000022253.15	protein_coding
chr15	9140549	9140549	ENSMUST00000227556.1	1490	+	ENSMUSG00000039704.7	protein_coding
chr15	9140664	9140664	ENSMUST00000090380.5	1617	+	ENSMUSG00000039704.7	protein_coding
chr15	10486017	10486017	ENSMUST00000022856.14	2476	+	ENSMUSG00000022248.14	protein_coding
chr15	10486068	10486068	ENSMUST00000100775.9	2551	+	ENSMUSG00000022248.14	protein_coding
chr15	10486079	10486079	ENSMUST00000169519.7	2564	+	ENSMUSG00000022248.14	protein_coding
chr15	12117830	12117830	ENSMUST00000122941.7	3312	+	ENSMUSG00000022201.16	protein_coding
chr15	12117850	12117850	ENSMUST00000228196.1	3338	+	ENSMUSG00000022201.16	processed_transcript
chr15	12117865	12117865	ENSMUST00000124621.1	3384	+	ENSMUSG00000022201.16	processed_transcript
chr15	12179631	12179631	ENSMUST00000140787.1	233	+	ENSMUSG00000022201.16	processed_transcript
chr15	12205027	12205027	ENSMUST00000038172.15	2852	+	ENSMUSG00000039458.15	protein_coding
chr15	12205084	12205084	ENSMUST00000071993.12	3283	+	ENSMUSG00000039458.15	protein_coding
chr15	12321449	12321449	ENSMUST00000059680.6	3797	+	ENSMUSG00000022200.8	protein_coding
chr15	12321449	12321449	ENSMUST00000228301.1	3797	+	ENSMUSG00000022200.8	processed_transcript
chr15	12321495	12321495	ENSMUST00000226517.1	4149	+	ENSMUSG00000022200.8	protein_coding
chr15	12321634	12321634	ENSMUST00000228671.1	4331	+	ENSMUSG00000022200.8	protein_coding
chr15	12824814	12824814	ENSMUST00000169061.7	1985	+	ENSMUSG00000022191.16	protein_coding
chr15	12824862	12824862	ENSMUST00000090292.12	2120	+	ENSMUSG00000022191.16	protein_coding
chr15	12824889	12824889	ENSMUST00000141706.7	2198	+	ENSMUSG00000022191.16	processed_transcript
chr15	25910423	25910423	ENSMUST00000228600.1	188	+	ENSMUSG00000022270.16	protein_coding
chr15	25933551	25933551	ENSMUST00000228327.1	549	+	ENSMUSG00000022270.16	protein_coding
chr15	25940701	25940701	ENSMUST00000227275.1	129	+	ENSMUSG00000022270.16	protein_coding
chr15	25940772	25940772	ENSMUST00000226750.1	660	+	ENSMUSG00000022270.16	protein_coding
chr15	25940825	25940825	ENSMUST00000226438.1	770	+	ENSMUSG00000022270.16	protein_coding
chr15	25940886	25940886	ENSMUST00000110438.2	782	+	ENSMUSG00000022270.16	protein_coding
chr15	25984365	25984365	ENSMUST00000061875.7	4227	+	ENSMUSG00000052253.6	protein_coding
chr15	31224313	31224313	ENSMUST00000044524.15	258	+	ENSMUSG00000039168.15	protein_coding
chr15	31224559	31224559	ENSMUST00000186547.6	1743	+	ENSMUSG00000039168.15	protein_coding
chr15	31225195	31225195	ENSMUST00000186425.6	202	+	ENSMUSG00000039168.15	protein_coding
chr15	31601851	31601851	ENSMUST00000160146.1	1123	+	ENSMUSG00000039065.11	processed_transcript
chr15	31602117	31602117	ENSMUST00000042702.6	7400	+	ENSMUSG00000039065.11	protein_coding
chr15	31602117	31602117	ENSMUST00000161061.2	7400	+	ENSMUSG00000039065.11	protein_coding
chr15	33083128	33083128	ENSMUST00000042167.9	979	+	ENSMUSG00000039007.10	protein_coding
chr15	33083251	33083251	ENSMUST00000228916.1	3519	+	ENSMUSG00000039007.10	protein_coding
chr15	33083255	33083255	ENSMUST00000226483.1	3518	+	ENSMUSG00000039007.10	protein_coding
chr15	33083267	33083267	ENSMUST00000228737.1	3527	+	ENSMUSG00000039007.10	protein_coding
chr15	34082718	34082718	ENSMUST00000022865.16	9069	+	ENSMUSG00000022255.16	protein_coding
chr15	34133489	34133489	ENSMUST00000171711.1	138	+	ENSMUSG00000022255.16	processed_transcript
chr15	34495303	34495303	ENSMUST00000052290.13	2186	+	ENSMUSG00000022325.14	protein_coding
chr15	34495322	34495322	ENSMUST00000079028.5	2251	+	ENSMUSG00000022325.14	protein_coding
chr15	34514169	34514169	ENSMUST00000155073.7	146	+	ENSMUSG00000022325.14	processed_transcript
chr15	35371525	35371525	ENSMUST00000227455.1	6142	+	ENSMUSG00000037646.10	protein_coding
chr15	35371565	35371565	ENSMUST00000226579.1	6401	+	ENSMUSG00000037646.10	processed_transcript
chr15	36174009	36174009	ENSMUST00000180159.7	2007	+	ENSMUSG00000045996.12	protein_coding
chr15	36174032	36174032	ENSMUST00000057177.6	2081	+	ENSMUSG00000045996.12	protein_coding
chr15	36179367	36179367	ENSMUST00000047348.10	345	+	ENSMUSG00000037617.12	protein_coding
chr15	36179529	36179529	ENSMUST00000171205.2	351	+	ENSMUSG00000037617.12	protein_coding
chr15	38661932	38661932	ENSMUST00000022904.7	7557	+	ENSMUSG00000022295.8	protein_coding
chr15	38661943	38661943	ENSMUST00000228486.1	7568	+	ENSMUSG00000022295.8	processed_transcript
chr15	38661975	38661975	ENSMUST00000228820.1	7626	+	ENSMUSG00000022295.8	protein_coding
chr15	39112864	39112864	ENSMUST00000022909.9	3087	+	ENSMUSG00000022300.10	protein_coding
chr15	41788940	41788940	ENSMUST00000170127.8	4665	+	ENSMUSG00000022307.16	protein_coding
chr15	41789380	41789380	ENSMUST00000230778.1	176	+	ENSMUSG00000022307.16	protein_coding
chr15	41789514	41789514	ENSMUST00000022918.14	257	+	ENSMUSG00000022307.16	protein_coding
chr15	41789514	41789514	ENSMUST00000090095.12	257	+	ENSMUSG00000022307.16	protein_coding
chr15	41830931	41830931	ENSMUST00000166917.2	359	+	ENSMUSG00000022307.16	protein_coding
chr15	41830956	41830956	ENSMUST00000230127.1	373	+	ENSMUSG00000022307.16	protein_coding
chr15	41830957	41830957	ENSMUST00000230131.1	373	+	ENSMUSG00000022307.16	protein_coding
chr15	43477228	43477228	ENSMUST00000022962.7	3360	+	ENSMUSG00000022337.7	protein_coding
chr15	44428091	44428091	ENSMUST00000226827.1	8968	+	ENSMUSG00000022338.8	protein_coding
chr15	44428110	44428110	ENSMUST00000060652.4	9026	+	ENSMUSG00000022338.8	protein_coding
chr15	44457552	44457552	ENSMUST00000038336.11	3778	+	ENSMUSG00000038725.13	protein_coding
chr15	44619174	44619174	ENSMUST00000227691.1	3367	+	ENSMUSG00000022339.9	protein_coding
chr15	44619428	44619428	ENSMUST00000228648.1	1610	+	ENSMUSG00000022339.9	protein_coding
chr15	44619439	44619439	ENSMUST00000226165.1	1640	+	ENSMUSG00000022339.9	protein_coding
chr15	44619590	44619590	ENSMUST00000022964.8	3360	+	ENSMUSG00000022339.9	protein_coding
chr15	51877428	51877428	ENSMUST00000137116.2	2457	+	ENSMUSG00000022313.10	protein_coding
chr15	51877504	51877504	ENSMUST00000059599.9	2659	+	ENSMUSG00000022313.10	protein_coding
chr15	51877741	51877741	ENSMUST00000136129.1	946	+	ENSMUSG00000022313.10	protein_coding
chr15	52712407	52712407	ENSMUST00000228053.1	623	+	ENSMUSG00000038622.8	processed_transcript
chr15	52712441	52712441	ENSMUST00000037115.8	688	+	ENSMUSG00000038622.8	protein_coding
chr15	55112316	55112316	ENSMUST00000096433.9	196	+	ENSMUSG00000022419.16	protein_coding
chr15	55112423	55112423	ENSMUST00000100660.10	906	+	ENSMUSG00000022419.16	protein_coding
chr15	55557407	55557407	ENSMUST00000022998.13	366	+	ENSMUSG00000022369.13	protein_coding
chr15	55557594	55557594	ENSMUST00000170046.7	3461	+	ENSMUSG00000022369.13	protein_coding
chr15	57912198	57912198	ENSMUST00000022992.12	3319	+	ENSMUSG00000022364.14	protein_coding
chr15	57912233	57912233	ENSMUST00000110175.8	3576	+	ENSMUSG00000022364.14	processed_transcript
chr15	58141376	58141376	ENSMUST00000067563.8	1666	+	ENSMUSG00000022359.10	protein_coding
chr15	58141407	58141407	ENSMUST00000227142.1	1723	+	ENSMUSG00000022359.10	protein_coding
chr15	58141410	58141410	ENSMUST00000226955.1	1728	+	ENSMUSG00000022359.10	protein_coding
chr15	58141436	58141436	ENSMUST00000226889.1	1750	+	ENSMUSG00000022359.10	protein_coding
chr15	58415467	58415467	ENSMUST00000037270.4	6113	+	ENSMUSG00000037119.4	protein_coding
chr15	58889228	58889228	ENSMUST00000036904.6	5585	+	ENSMUSG00000037075.7	protein_coding
chr15	58900136	58900136	ENSMUST00000226908.1	259	+	ENSMUSG00000037075.7	processed_transcript
chr15	58933755	58933755	ENSMUST00000022980.4	2963	+	ENSMUSG00000022354.4	protein_coding
chr15	59315080	59315080	ENSMUST00000022977.13	5070	+	ENSMUSG00000022351.14	protein_coding
chr15	59315106	59315106	ENSMUST00000100640.4	5350	+	ENSMUSG00000022351.14	protein_coding
chr15	59374246	59374246	ENSMUST00000168722.2	5177	+	ENSMUSG00000059586.10	protein_coding
chr15	59374284	59374284	ENSMUST00000227173.1	5199	+	ENSMUSG00000059586.10	protein_coding
